id,source_file,suite_path,hardhat_test,scenario,expected_behavior,fixture_dependencies,foundry_destination,translation_shape,status,evidence
HH-F9227EA93274,test/unifiedVerifier/MultiAttestationVerifier.spec.ts,MultiAttestationVerifier > #verify > when deployed with two witnesses and threshold 2 > when witness A and witness B sign the digest,should return true,MultiAttestationVerifier #verify when deployed with two witnesses and threshold 2 when witness A and witness B sign the digest should return true,return value,beforeAll:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier; afterEach:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier > #verify; beforeEach:MultiAttestationVerifier > #verify > when deployed with two witnesses and threshold 2; beforeEach:MultiAttestationVerifier > #verify > when deployed with two witnesses and threshold 2 > when witness A and witness B sign the digest; @utils/test[addSnapshotBeforeRestoreAfterEach|getAccounts|getWaffleExpect]; @utils/constants[ADDRESS_ZERO]; @utils/test/types[Account],test-foundry/deterministic/verifiers/AttestationVerifierParity.t.sol:MultiAttestationVerifierParityTest::test_VerifyTwoDistinctWitnessesMeetThresholdTwo,consolidated-with-explicit-destination,verified-independent-file,"AttestationVerifierParity.t.sol: 24 passed, 0 failed, 0 skipped"
HH-0DDC9772BDDD,test/unifiedVerifier/MultiAttestationVerifier.spec.ts,MultiAttestationVerifier > #verify > when deployed with two witnesses and threshold 2 > when the same witness signs twice,should revert,MultiAttestationVerifier #verify when deployed with two witnesses and threshold 2 when the same witness signs twice should revert,revert/error,beforeAll:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier; afterEach:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier > #verify; beforeEach:MultiAttestationVerifier > #verify > when deployed with two witnesses and threshold 2; beforeEach:MultiAttestationVerifier > #verify > when deployed with two witnesses and threshold 2 > when the same witness signs twice; @utils/test[addSnapshotBeforeRestoreAfterEach|getAccounts|getWaffleExpect]; @utils/constants[ADDRESS_ZERO]; @utils/test/types[Account],test-foundry/deterministic/verifiers/AttestationVerifierParity.t.sol:MultiAttestationVerifierParityTest::test_VerifyDuplicateSignerDoesNotMeetThresholdTwoOrThree,consolidated-with-explicit-destination,verified-independent-file,"AttestationVerifierParity.t.sol: 24 passed, 0 failed, 0 skipped"
HH-3C503160CB81,test/unifiedVerifier/MultiAttestationVerifier.spec.ts,MultiAttestationVerifier > #verify > when deployed with three witnesses and threshold 3,should revert when the same signature bytes are replayed three times,MultiAttestationVerifier #verify when deployed with three witnesses and threshold 3 should revert when the same signature bytes are replayed three times,revert/error,beforeAll:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier; afterEach:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier > #verify; beforeEach:MultiAttestationVerifier > #verify > when deployed with three witnesses and threshold 3; @utils/test[addSnapshotBeforeRestoreAfterEach|getAccounts|getWaffleExpect]; @utils/constants[ADDRESS_ZERO]; @utils/test/types[Account],test-foundry/deterministic/verifiers/AttestationVerifierParity.t.sol:MultiAttestationVerifierParityTest::test_VerifyDuplicateSignerDoesNotMeetThresholdTwoOrThree,consolidated-with-explicit-destination,verified-independent-file,"AttestationVerifierParity.t.sol: 24 passed, 0 failed, 0 skipped"
HH-2F2ABA9E3FF6,test/unifiedVerifier/MultiAttestationVerifier.spec.ts,MultiAttestationVerifier > #constructor > when the initial witness set contains the zero address,should revert,MultiAttestationVerifier #constructor when the initial witness set contains the zero address should revert,revert/error,beforeAll:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier; afterEach:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier > #constructor; beforeEach:MultiAttestationVerifier > #constructor > when the initial witness set contains the zero address; @utils/test[addSnapshotBeforeRestoreAfterEach|getAccounts|getWaffleExpect]; @utils/constants[ADDRESS_ZERO]; @utils/test/types[Account],test-foundry/deterministic/verifiers/AttestationVerifierParity.t.sol:MultiAttestationVerifierParityTest::test_ConstructorRejectsZeroDuplicateAndInvalidThresholds,consolidated-with-explicit-destination,verified-independent-file,"AttestationVerifierParity.t.sol: 24 passed, 0 failed, 0 skipped"
HH-9A1F733BC2B8,test/unifiedVerifier/MultiAttestationVerifier.spec.ts,MultiAttestationVerifier > #constructor > when the initial witness set contains a duplicate,should revert,MultiAttestationVerifier #constructor when the initial witness set contains a duplicate should revert,revert/error,beforeAll:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier; afterEach:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier > #constructor; beforeEach:MultiAttestationVerifier > #constructor > when the initial witness set contains a duplicate; @utils/test[addSnapshotBeforeRestoreAfterEach|getAccounts|getWaffleExpect]; @utils/constants[ADDRESS_ZERO]; @utils/test/types[Account],test-foundry/deterministic/verifiers/AttestationVerifierParity.t.sol:MultiAttestationVerifierParityTest::test_ConstructorRejectsZeroDuplicateAndInvalidThresholds,consolidated-with-explicit-destination,verified-independent-file,"AttestationVerifierParity.t.sol: 24 passed, 0 failed, 0 skipped"
HH-2B210FCFB54F,test/unifiedVerifier/MultiAttestationVerifier.spec.ts,MultiAttestationVerifier > #constructor > when the initial threshold is zero,should revert,MultiAttestationVerifier #constructor when the initial threshold is zero should revert,revert/error,beforeAll:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier; afterEach:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier > #constructor; beforeEach:MultiAttestationVerifier > #constructor > when the initial threshold is zero; @utils/test[addSnapshotBeforeRestoreAfterEach|getAccounts|getWaffleExpect]; @utils/constants[ADDRESS_ZERO]; @utils/test/types[Account],test-foundry/deterministic/verifiers/AttestationVerifierParity.t.sol:MultiAttestationVerifierParityTest::test_ConstructorRejectsZeroDuplicateAndInvalidThresholds,consolidated-with-explicit-destination,verified-independent-file,"AttestationVerifierParity.t.sol: 24 passed, 0 failed, 0 skipped"
HH-CE9C644C4ED4,test/unifiedVerifier/MultiAttestationVerifier.spec.ts,MultiAttestationVerifier > #constructor > when the initial threshold exceeds the witness count,should revert,MultiAttestationVerifier #constructor when the initial threshold exceeds the witness count should revert,revert/error,beforeAll:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier; afterEach:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier > #constructor; beforeEach:MultiAttestationVerifier > #constructor > when the initial threshold exceeds the witness count; @utils/test[addSnapshotBeforeRestoreAfterEach|getAccounts|getWaffleExpect]; @utils/constants[ADDRESS_ZERO]; @utils/test/types[Account],test-foundry/deterministic/verifiers/AttestationVerifierParity.t.sol:MultiAttestationVerifierParityTest::test_ConstructorRejectsZeroDuplicateAndInvalidThresholds,consolidated-with-explicit-destination,verified-independent-file,"AttestationVerifierParity.t.sol: 24 passed, 0 failed, 0 skipped"
HH-F1DB1EF0824B,test/unifiedVerifier/MultiAttestationVerifier.spec.ts,MultiAttestationVerifier > #addWitness > when called by the owner with a new witness,should emit WitnessAdded and increase the witness count,MultiAttestationVerifier #addWitness when called by the owner with a new witness should emit WitnessAdded and increase the witness count,event,beforeAll:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier; afterEach:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier > #addWitness; @utils/test[addSnapshotBeforeRestoreAfterEach|getAccounts|getWaffleExpect]; @utils/constants[ADDRESS_ZERO]; @utils/test/types[Account],test-foundry/deterministic/verifiers/AttestationVerifierParity.t.sol:MultiAttestationVerifierParityTest::test_AddWitnessUpdatesSetCountAndEmits,consolidated-with-explicit-destination,verified-independent-file,"AttestationVerifierParity.t.sol: 24 passed, 0 failed, 0 skipped"
HH-4C5B0BA4F7DA,test/unifiedVerifier/MultiAttestationVerifier.spec.ts,MultiAttestationVerifier > #addWitness > when called by a non-owner,should revert,MultiAttestationVerifier #addWitness when called by a non-owner should revert,revert/error,beforeAll:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier; afterEach:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier > #addWitness; beforeEach:MultiAttestationVerifier > #addWitness > when called by a non-owner; @utils/test[addSnapshotBeforeRestoreAfterEach|getAccounts|getWaffleExpect]; @utils/constants[ADDRESS_ZERO]; @utils/test/types[Account],test-foundry/deterministic/verifiers/AttestationVerifierParity.t.sol:MultiAttestationVerifierParityTest::test_AddWitnessRejectsNonOwnerZeroAndExistingWitness,consolidated-with-explicit-destination,verified-independent-file,"AttestationVerifierParity.t.sol: 24 passed, 0 failed, 0 skipped"
HH-C2B4DA645B3D,test/unifiedVerifier/MultiAttestationVerifier.spec.ts,MultiAttestationVerifier > #addWitness > when the new witness is the zero address,should revert,MultiAttestationVerifier #addWitness when the new witness is the zero address should revert,revert/error,beforeAll:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier; afterEach:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier > #addWitness; beforeEach:MultiAttestationVerifier > #addWitness > when the new witness is the zero address; @utils/test[addSnapshotBeforeRestoreAfterEach|getAccounts|getWaffleExpect]; @utils/constants[ADDRESS_ZERO]; @utils/test/types[Account],test-foundry/deterministic/verifiers/AttestationVerifierParity.t.sol:MultiAttestationVerifierParityTest::test_AddWitnessRejectsNonOwnerZeroAndExistingWitness,consolidated-with-explicit-destination,verified-independent-file,"AttestationVerifierParity.t.sol: 24 passed, 0 failed, 0 skipped"
HH-F7D66A8E10DB,test/unifiedVerifier/MultiAttestationVerifier.spec.ts,MultiAttestationVerifier > #addWitness > when the witness already exists,should revert,MultiAttestationVerifier #addWitness when the witness already exists should revert,revert/error,beforeAll:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier; afterEach:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier > #addWitness; beforeEach:MultiAttestationVerifier > #addWitness > when the witness already exists; @utils/test[addSnapshotBeforeRestoreAfterEach|getAccounts|getWaffleExpect]; @utils/constants[ADDRESS_ZERO]; @utils/test/types[Account],test-foundry/deterministic/verifiers/AttestationVerifierParity.t.sol:MultiAttestationVerifierParityTest::test_AddWitnessRejectsNonOwnerZeroAndExistingWitness,consolidated-with-explicit-destination,verified-independent-file,"AttestationVerifierParity.t.sol: 24 passed, 0 failed, 0 skipped"
HH-049CEC1B31C6,test/unifiedVerifier/MultiAttestationVerifier.spec.ts,MultiAttestationVerifier > #removeWitness > when called by the owner for an existing witness,should emit WitnessRemoved and decrease the witness count,MultiAttestationVerifier #removeWitness when called by the owner for an existing witness should emit WitnessRemoved and decrease the witness count,event,beforeAll:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier; afterEach:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier > #removeWitness; @utils/test[addSnapshotBeforeRestoreAfterEach|getAccounts|getWaffleExpect]; @utils/constants[ADDRESS_ZERO]; @utils/test/types[Account],test-foundry/deterministic/verifiers/AttestationVerifierParity.t.sol:MultiAttestationVerifierParityTest::test_RemoveWitnessUpdatesSetCountAndEmits,consolidated-with-explicit-destination,verified-independent-file,"AttestationVerifierParity.t.sol: 24 passed, 0 failed, 0 skipped"
HH-2390C8B4FA98,test/unifiedVerifier/MultiAttestationVerifier.spec.ts,MultiAttestationVerifier > #removeWitness > when the removal would drop the set below the threshold,should revert,MultiAttestationVerifier #removeWitness when the removal would drop the set below the threshold should revert,revert/error,beforeAll:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier; afterEach:MultiAttestationVerifier; beforeEach:MultiAttestationVerifier > #removeWitness; beforeEach:MultiAttestationVerifier > #removeWitness > when the removal would drop the set below the threshold; @utils/test[addSnapshotBeforeRestoreAfterEach|getAccounts|getWaffleExpect]; @utils/constants[ADDRESS_ZERO]; @utils/test/types[Account],test-foundry/deterministic/verifiers/AttestationVerifierParity.t.sol:MultiAttestationVerifierParityTest::test_RemoveWitnessRejectsBelowThresholdAndMissingWitness,consolidated-with-explicit-destination,verified-independent-file,"AttestationVerifierParity.t.sol: 24 passed, 0 failed, 0 skipped"
