id,source_file,suite_path,hardhat_test,scenario,expected_behavior,fixture_dependencies,foundry_destination,translation_shape,status,evidence
HH-2F964A40B831,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #setDelegate > when caller is not depositor,reverts,EscrowV2 #setDelegate when caller is not depositor reverts,revert/error,beforeEach:EscrowV2; beforeEach:EscrowV2 > #setDelegate; beforeEach:EscrowV2 > #setDelegate > when caller is not depositor; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-127359E50D9D,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #removeDelegate,removes delegate and emits event,EscrowV2 #removeDelegate removes delegate and emits event,event,beforeEach:EscrowV2; beforeEach:EscrowV2 > #removeDelegate; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-E85D54F0043B,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #removeDelegate > when no delegate is set,reverts,EscrowV2 #removeDelegate when no delegate is set reverts,revert/error,beforeEach:EscrowV2; beforeEach:EscrowV2 > #removeDelegate; beforeEach:EscrowV2 > #removeDelegate > when no delegate is set; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-0DF608870064,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #setIntentRange,updates range and emits event,EscrowV2 #setIntentRange updates range and emits event,event,beforeEach:EscrowV2; beforeEach:EscrowV2 > #setIntentRange; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-8441EDE6750C,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #setIntentRange > when min is zero,reverts,EscrowV2 #setIntentRange when min is zero reverts,revert/error,beforeEach:EscrowV2; beforeEach:EscrowV2 > #setIntentRange; beforeEach:EscrowV2 > #setIntentRange > when min is zero; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-D047B7DA0B54,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #setIntentRange > when min is greater than max,reverts,EscrowV2 #setIntentRange when min is greater than max reverts,revert/error,beforeEach:EscrowV2; beforeEach:EscrowV2 > #setIntentRange; beforeEach:EscrowV2 > #setIntentRange > when min is greater than max; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-039E188E5D97,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #setCurrencyMinRate,reverts when currency is not listed,EscrowV2 #setCurrencyMinRate reverts when currency is not listed,revert/error,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-949C0B5D45A9,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #addPaymentMethods,adds payment method to existing deposit,EscrowV2 #addPaymentMethods adds payment method to existing deposit,state transition,beforeEach:EscrowV2; beforeEach:EscrowV2 > #addPaymentMethods; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-E2CD874A8C9C,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #addPaymentMethods,reverts when payment method is not whitelisted,EscrowV2 #addPaymentMethods reverts when payment method is not whitelisted,revert/error,beforeEach:EscrowV2; beforeEach:EscrowV2 > #addPaymentMethods; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-D1E128D2DDD0,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #setPaymentMethodActive,toggles payment method active state,EscrowV2 #setPaymentMethodActive toggles payment method active state,asserted behavior,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-620CB3C670AE,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #setPaymentMethodActive,reverts when payment method is already in the requested state,EscrowV2 #setPaymentMethodActive reverts when payment method is already in the requested state,revert/error,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-AB09BBFF692C,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #addCurrencies,adds additional currencies on active payment method,EscrowV2 #addCurrencies adds additional currencies on active payment method,state transition,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-AC0881A91FCD,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #addCurrencies,reverts for unsupported currency,EscrowV2 #addCurrencies reverts for unsupported currency,revert/error,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-5A67C22BB79C,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #addCurrencies,reverts when currency already exists,EscrowV2 #addCurrencies reverts when currency already exists,revert/error,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-6E5B37055721,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #addCurrencies,allows min conversion rate to be zero,EscrowV2 #addCurrencies allows min conversion rate to be zero,success,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-5DD291337639,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #addCurrencies,sets inline oracle config via addCurrencies,EscrowV2 #addCurrencies sets inline oracle config via addCurrencies,state transition,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-E231E9CAEE7F,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #setAcceptingIntents,sets accepting intents flag,EscrowV2 #setAcceptingIntents sets accepting intents flag,state transition,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-14C07B82FBAD,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #setAcceptingIntents,reverts when enabling while liquidity is below minimum,EscrowV2 #setAcceptingIntents reverts when enabling while liquidity is below minimum,revert/error,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-9A5210E09776,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #setRetainOnEmpty,sets retainOnEmpty,EscrowV2 #setRetainOnEmpty sets retainOnEmpty,state transition,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-412E536708BD,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #pruneExpiredIntents,prunes expired intents and unlocks liquidity,EscrowV2 #pruneExpiredIntents prunes expired intents and unlocks liquidity,balance/accounting,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-AF4B329E79A2,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #pruneExpiredIntents,reverts when orchestrator prune reverts,EscrowV2 #pruneExpiredIntents reverts when orchestrator prune reverts,revert/error,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-0F7EEAE44E6F,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #pruneExpiredIntents,keeps intent orchestrator mapping when orchestrator prune reverts,EscrowV2 #pruneExpiredIntents keeps intent orchestrator mapping when orchestrator prune reverts,revert/error,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-5B6E229BBDFF,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #pruneExpiredIntents,skips orchestrator call when intentOrchestrator is cleared,EscrowV2 #pruneExpiredIntents skips orchestrator call when intentOrchestrator is cleared,state transition,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-37113B34DF71,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #pruneExpiredIntents,prunes each expired intent with a per-intent orchestrator call,EscrowV2 #pruneExpiredIntents prunes each expired intent with a per-intent orchestrator call,state transition,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-5D4FF31E03F8,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #pruneExpiredIntents,does not change acceptingIntents after prune restores free liquidity,EscrowV2 #pruneExpiredIntents does not change acceptingIntents after prune restores free liquidity,balance/accounting,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-806DAEE017C8,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #lockFunds,reclaims expired intents and prunes on orchestrator during a new lock,EscrowV2 #lockFunds reclaims expired intents and prunes on orchestrator during a new lock,balance/accounting,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-D50314861D9F,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #lockFunds,reverts when caller is not whitelisted orchestrator,EscrowV2 #lockFunds reverts when caller is not whitelisted orchestrator,revert/error,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-F577AB60FCE2,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #lockFunds,reverts on duplicate intent hash,EscrowV2 #lockFunds reverts on duplicate intent hash,revert/error,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-9A904EDDAB63,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #lockFunds,reverts when liquidity is insufficient after reclaim,EscrowV2 #lockFunds reverts when liquidity is insufficient after reclaim,revert/error,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-C025A566DD0F,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #lockFunds,reverts when max intents is exceeded with no prunable intent,EscrowV2 #lockFunds reverts when max intents is exceeded with no prunable intent,revert/error,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-458CD8EFF057,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #unlockFunds,unlocks existing intent,EscrowV2 #unlockFunds unlocks existing intent,balance/accounting,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-36C18296B89C,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #unlockFunds,does not change acceptingIntents on unlock,EscrowV2 #unlockFunds does not change acceptingIntents on unlock,balance/accounting,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-5CFC8FC5D682,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #unlockFunds,reverts when a different allowlisted orchestrator attempts to unlock,EscrowV2 #unlockFunds reverts when a different allowlisted orchestrator attempts to unlock,revert/error,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-F2FFADEB7E29,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #unlockAndTransferFunds,unlocks and transfers full amount,EscrowV2 #unlockAndTransferFunds unlocks and transfers full amount,balance/accounting,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-F421B1EDC363,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #unlockAndTransferFunds,returns unused amount to liquidity on partial transfer,EscrowV2 #unlockAndTransferFunds returns unused amount to liquidity on partial transfer,balance/accounting,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-CBAD009050C7,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #unlockAndTransferFunds,does not change acceptingIntents on partial release,EscrowV2 #unlockAndTransferFunds does not change acceptingIntents on partial release,balance/accounting,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
HH-26956C95D0BF,test/escrowV2/escrowV2.legacyCoverage.spec.ts,EscrowV2 > #unlockAndTransferFunds,collects dust when a partial transfer closes deposit near zero,EscrowV2 #unlockAndTransferFunds collects dust when a partial transfer closes deposit near zero,balance/accounting,beforeEach:EscrowV2; @utils/deploys[DeployHelper]; @utils/common[ether|usdc]; @utils/constants[ADDRESS_ZERO|EMPTY_ORACLE_RATE_CONFIG|ONE|ZERO]; @utils/protocolUtils[Currency]; @utils/test[getAccounts|getWaffleExpect]; @utils/contracts[EscrowV2|OrchestratorMock|OrchestratorRegistry|PaymentVerifierMock|PaymentVerifierRegistry|RateManagerMock|RevertingOracleAdapterMock|StaticOracleAdapterMock|USDCMock],,one-to-one,pending-translation,baseline-passed
